,index,text,category,explanation
3092,3092,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,spam,Promotional message for a contest.
3093,3093,"Dear, take care. I am just reaching home.love u a lot.",ham,Affectionate message to a loved one.
3094,3094,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,spam,"Link to a website, likely irrelevant."
3095,3095,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham,Casual inquiry about someone's status.
3096,3096,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,ham,Discussion about a technical issue.
3097,3097,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,ham,Directions shared in a personal context.
3098,3098,"Yo, you at jp and hungry like a mofo?",ham,Casual message checking on a friend.
3099,3099,This is all just creepy and crazy to me.,ham,Personal expression of feelings.
3100,3100,Ok... I din get ur msg...,ham,Response indicating a missed message.
3101,3101,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,Request to convey birthday wishes.
3102,3102,Pathaya enketa maraikara pa',ham,Casual conversation in a different language.
3103,3103,Even if he my friend he is a priest call him now,ham,Advice regarding a friend.
3104,3104,"U so lousy, run already come back then half dead... Hee...",ham,Light-hearted teasing among friends.
3105,3105,That's y i said it's bad dat all e gals know u... Wat u doing now?,ham,Casual inquiry about someone's activities.
3106,3106,Or remind me in a few hrs.,ham,Request for a reminder.
3107,3107,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",ham,Request for financial assistance.
3108,3108,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks,ham,Inquiry about tuition fees.
3109,3109,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?,ham,Friendly update on personal life.
3110,3110,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham,Casual conversation about finances.
3111,3111,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,spam,Promotional message for a lottery.
3112,3112,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",ham,Positive morning message.
3113,3113,Just haven't decided where yet eh ?,ham,Casual conversation about plans.
3114,3114,"Wat time liao, where still got.",ham,Inquiry about time and location.
3115,3115,Yes watching footie but worried we're going to blow it - Phil Neville?,ham,Discussion about a sports event.
3116,3116,I wait 4 ü inside da car park...,ham,Message about waiting for someone.
3117,3117,Uncle Abbey! Happy New Year. Abiola,ham,New Year greeting.
3118,3118,Now am free call me pa.,ham,Message indicating availability.
3119,3119,R u saying i should re order the slippers cos i had to pay for returning it.,ham,Clarification about a purchase.
3120,3120,Stop knowing me so well!,ham,Casual expression of discomfort with familiarity.
3121,3121,Good evening! this is roger. How are you?,ham,Friendly greeting and inquiry about well-being.
3122,3122,Small problem in auction:)punj now asking tiwary,ham,Informal communication about an auction issue.
3123,3123,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam,Promotional message for a competition entry.
3124,3124,He telling not to tell any one. If so treat for me hi hi hi,ham,Casual conversation about secrecy and humor.
3125,3125,My uncles in Atlanta. Wish you guys a great semester.,ham,Friendly message wishing well for a semester.
3126,3126,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam,Advertisement for ringtone subscription service.
3127,3127,U coming 2 pick me?,ham,Casual inquiry about picking someone up.
3128,3128,Thats cool. i liked your photos. You are very sexy!,ham,Compliment about someone's photos.
3129,3129,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,ham,Frustration expressed about work scheduling.
3130,3130,"Haha better late than ever, any way I could swing by?",ham,Light-hearted message about visiting.
3131,3131,Ok. But i finish at 6.,ham,Simple confirmation of availability.
3132,3132,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,Receipt for a purchase with promotional offer.
3133,3133,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham,Story about a confrontation at a store.
3134,3134,So no messages. Had food?,ham,Casual check-in about food.
3135,3135,Ok going to sleep. Hope i can meet her.,ham,Message about going to sleep and future plans.
3136,3136,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham,Philosophical reflection on relationships.
3137,3137,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,ham,Request for information about plans.
3138,3138,You're right I have now that I think about it,ham,Acknowledgment of a previous statement.
3139,3139,Wat r u doing now?,ham,Casual inquiry about current activities.
3140,3140,Is ur lecture over?,ham,Inquiry about the status of a lecture.
3141,3141,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam,Explicit and promotional message for adult content.
3142,3142,Customer place i will call you,ham,Simple message about a call back.
3143,3143,Not planned yet :)going to join company on jan 5 only.don know what will happen after that.,ham,Message about future job plans.
3144,3144,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham,Casual conversation with playful banter.
3145,3145,"Haha I heard that, text me when you're around",ham,Light-hearted message about meeting up.
3146,3146,I.ll get there tomorrow and send it to you,ham,Message about future plans to send something.
3147,3147,"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",ham,Casual conversation about a misunderstanding.
3148,3148,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham,Friendly message wishing good night.
3149,3149,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND'S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,ham,Casual chat about weekend plans.
3150,3150,"Sorry,  in meeting I'll call you later",ham,Casual message indicating being busy.
3151,3151,Yo! Howz u? girls never rang after india. L,ham,Informal greeting and personal update.
3152,3152,Yeah but which is worse for i,ham,Casual conversation about a topic.
3153,3153,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,spam,Promotional message for a paid chat service.
3154,3154,I tagged MY friends that you seemed to count as YOUR friends.,ham,Discussion about social media tagging.
3155,3155,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam,Explicit content and solicitation message.
3156,3156,Ok...,ham,Simple acknowledgment.
3157,3157,Long time. You remember me today.,ham,Reconnecting with someone after a while.
3158,3158,Havent shopping now lor i juz arrive only,ham,Casual update about shopping.
3159,3159,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,ham,Expression of hope regarding a situation.
3160,3160,Are you up for the challenge? I know i am :),ham,Friendly invitation to participate.
3161,3161,How much did ur hdd casing cost.,ham,Inquiry about a product's price.
3162,3162,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,ham,Personal update about email communication.
3163,3163,I can't describe how lucky you are that I'm actually awake by noon,ham,Light-hearted comment about being awake.
3164,3164,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam,Spam message claiming a prize.
3165,3165,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham,Apology message with a humorous tone.
3166,3166,Cheers for the card ... Is it that time of year already?,ham,Acknowledgment of receiving a card.
3167,3167,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam,Promotional message for adult services.
3168,3168,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",ham,Personal reflection on messaging habits.
3169,3169,Ugh hopefully the asus ppl dont randomly do a reformat.,ham,Concern about potential computer issues.
3170,3170,"Haven't seen my facebook, huh? Lol!",ham,Casual comment about social media.
3171,3171,"Mah b, I'll pick it up tomorrow",ham,Plan to pick something up.
3172,3172,Still otside le..u come 2morrow maga..,ham,Casual invitation to meet.
3173,3173,Do u still have plumbers tape and a wrench we could borrow?,ham,Request for borrowing tools.
3174,3174,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",spam,Spam message about claiming a voucher.
3175,3175,It vl bcum more difficult..,ham,Comment on a situation becoming harder.
3176,3176,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,spam,Spam message about a vacation prize.
3177,3177,Havent still waitin as usual... Ü come back sch oredi?,ham,Casual message about waiting.
3178,3178,In meeting da. I will call you,ham,Informing someone about being in a meeting.
3179,3179,K k :-):-) then watch some films.,ham,Casual plan to watch films.
3180,3180,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham,Casual inquiry about cinema plans.
3181,3181,There the size of elephant tablets & u shove um up ur ass!!,ham,"Informal comment, likely humorous."
3182,3182,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham,Reflective statement on relationships.
