text,category,explanation,rating,rating_reason,suggested_instruction
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham,Personal reflection on Christmas.,4,Correct category based on clear explanation.,Share personal reflections clearly.
You have 1 new message. Please call 08718738034.,spam,Notification of a new message.,4,Correct category based on clear explanation.,Identify notification messages clearly.
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham,Personal message expressing care.,4,Correct category based on clear explanation.,Express care clearly in personal messages.
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,Automated message alert.,4,Correct category based on clear explanation.,Clarify automated alerts in messages.
Draw va?i dont think so:),ham,Casual conversation.,4,Correct category based on clear explanation.,Keep casual conversations clear.
Dont pick up d call when something important is There to tell. Hrishi,ham,Advice regarding phone calls.,4,Correct category based on clear explanation.,Provide clear advice in messages.
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam,Promotional message for a cinema pass.,4,Correct category based on clear explanation.,Identify promotional messages clearly.
Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?,ham,Casual conversation about shopping.,4,Correct category based on clear explanation.,Clarify casual shopping conversations.
"&lt;#&gt; , that's all? Guess that's easy enough",ham,Casual response.,4,Correct category based on clear explanation.,Keep casual responses clear.
We can make a baby in yo tho,ham,Informal conversation about relationships.,4,Correct category based on clear explanation.,Be clear in informal relationship discussions.
Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,Planning a meeting.,4,Correct category based on clear explanation.,Clarify plans in meeting discussions.
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,Poetic message about friendship.,4,Correct category based on clear explanation.,Express poetry clearly in messages.
Still in the area of the restaurant. Ill try to come back soon,ham,Update on location.,4,Correct category based on clear explanation.,Provide clear location updates.
"Aight that'll work, thanks",ham,Acknowledgment of agreement.,4,Correct category based on clear explanation.,Be clear in acknowledgments.
WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,spam,Promotional message for a contest.,4,Correct category based on clear explanation.,Identify contest promotions clearly.
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam,Quiz promotion with a prize.,4,Correct category based on clear explanation.,Clarify quiz promotions in messages.
"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?",ham,Casual inquiry about items.,4,Correct category based on clear explanation.,Ensure clarity in casual inquiries.
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,Promotional message for a prize.,4,Correct category based on clear explanation.,Identify promotional language in messages.
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam,Lottery scam message.,4,Correct category based on clear explanation.,Look for urgency and prize claims.
"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",spam,Newsletter promoting games and prizes.,4,Correct category based on clear explanation.,Recognize promotional newsletters.
So what do you guys do.,ham,Casual conversation starter.,4,Correct category based on clear explanation.,Encourage open-ended questions.
Also that chat was awesome but don't make it regular unless you can see her in person,ham,Personal opinion on chat frequency.,4,Correct category based on clear explanation.,Clarify personal opinions in messages.
That's significant but dont worry.,ham,Reassurance in conversation.,4,Correct category based on clear explanation.,Identify supportive language.
That's cause your old. I live to be high.,ham,Casual banter about age.,4,Correct category based on clear explanation.,Recognize humor in casual chats.
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham,Philosophical statement about life.,4,Correct category based on clear explanation.,Acknowledge philosophical reflections.
On the way to office da..,ham,Casual update about location.,4,Correct category based on clear explanation.,Encourage casual updates.
In which place do you want da.,ham,Casual question about location.,4,Correct category based on clear explanation.,Promote casual inquiries.
This pain couldn't have come at a worse time.,ham,Expression of personal discomfort.,4,Correct category based on clear explanation.,Identify expressions of discomfort.
Ok...,ham,Simple acknowledgment.,4,Correct category based on clear explanation.,Recognize simple acknowledgments.
Should I be stalking u?,ham,Joking question about behavior.,4,Correct category based on clear explanation.,Identify humor in questions.
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham,Apology for forgetting an event.,4,Correct category based on clear explanation.,Encourage apologies in conversations.
Ok lor.,ham,Casual agreement.,4,Correct category based on clear explanation.,Promote casual agreements.
Apps class varaya elaya.,ham,Casual conversation about classes.,4,Correct category based on clear explanation.,Encourage discussions about classes.
The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham,Seasonal greeting message.,4,Correct category based on clear explanation.,Recognize seasonal greetings.
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",spam,Urgent prize scam message.,4,Correct category based on clear explanation.,Identify urgency in spam messages.
That day you asked about anand number. Why:-),ham,Reference to a previous conversation.,4,Correct category based on clear explanation.,Encourage references to past conversations.
